tax_group,tax_gs,tax_eco_food,tax_lh_amd,tax_lh_licm,tax_lh_ri#/d,test_exposure_type,test_media_type,result_effect,media_ph_mean,media_temperature_mean,result_conc1_mean_binary,result_conc1_type,result_obs_duration_mean,result_conc1_mean,result_conc1_mean_log,chem_name
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,,0,F,72,5.5,0.740362689494244,Thiram
algae,Chlorella_vulgaris,"",,,,S,FW,PHY,,24,1,F,24,0.325,-0.488116639021126,Atrazine
algae,Chlorella_vulgaris,"",,,,S,FW,PHY,,24,1,F,24,0.305,-0.515700160653214,Atrazine
algae,Chlorella_vulgaris,"",,,,S,FW,PHY,,24,1,F,24,0.293,-0.533132379645891,Atrazine
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,370,2.568201724067,Phenol
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,170,2.23044892137827,2-Chlorophenol
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,29,1.46239799789896,4-Chlorophenol
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,9.2,0.963787827345555,"2,4-Dichlorophenol"
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,9.7,0.986771734266245,"2,6-Dichlorophenol"
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,10,1,"2,4,6-Trichlorophenol"
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,10.1,1.00432137378264,"2,3,4,6-Tetrachlorophenol"
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,21,0,F,96,10.3,1.01283722470517,Pentachlorophenol
algae,Chlorella_vulgaris,"",,,,S,FW,MOR,,25,0,F,24,40,1.60205999132796,(+/-) -Fluoxetine
algae,Chlorella_vulgaris,"",,,,S,FW,MOR,,25,0,F,24,42,1.6232492903979,Naproxen
algae,Chlorella_vulgaris,"",,,,S,FW,MOR,,25,0,F,24,60,1.77815125038364,Gemfibrozil
algae,Chlorella_vulgaris,"",,,,S,FW,GRO,,25,0,A,96,32.66,1.51401618040065,Cylindrospermopsin
algae,Euglena_gracilis,"",,,,S,FW,GRO,,23,0,A,96,9.6,0.982271233039569,"2,4-Dinitrotoluene"
algae,Euglena_gracilis,"",,,,S,FW,GRO,,23,0,A,96,26,1.41497334797082,"2,6-Dimethylquinoline"
algae,Euglena_gracilis,"",,,,S,FW,GRO,,23,0,A,96,23,1.36172783601759,"2,4-Dichloroaniline"
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.117766741333008,-0.928977341933815,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.0323535003662109,-1.49007872558287,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.0323535003662109,-1.49007872558287,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.323535003662109,-0.490078725582871,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.431811384887695,-0.364705911495252,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.539225006103516,-0.268229975966515,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.107845001220703,-0.967199980302533,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.107845001220703,-0.967199980302533,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Fragilaria_crotonensis,"",,,,S,FW,PHY,,21,1,F,72,0.0202748602294921,-1.69304213103885,Atrazine
algae,Gomphonema_parvulum,"",,,,S,FW,GRO,7.8,23,0,A,96,339,2.53019969820308,"2,6-Dimethylquinoline"
algae,Gomphonema_parvulum,"",,,,S,FW,GRO,7.8,23,1,A,96,0.4,-0.397940008672038,"2,4-Dichloroaniline"
algae,Gomphonema_parvulum,"",,,,S,FW,GRO,7.8,23,0,A,96,1.9,0.278753600952829,"2,4-Dinitrotoluene"
algae,Gomphonema_parvulum,"",,,,S,FW,GRO,7.8,23,0,A,96,237,2.3747483460101,Diisopropylamine
algae,Isochrysis_galbana,"",,,,NR,FW,PHY,7.8,20,0,F,48,160,2.20411998265593,Ethanolamine
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,8,25,1,A,24,0.098,-1.00877392430751,Diquat
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,8,25,1,A,24,0.105,-0.978810700930062,Diquat
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,8,25,1,A,24,0.284,-0.546681659952962,Hexazinone
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,8,25,1,A,24,0.129,-0.889410289700751,Hexazinone
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,6.8,15,1,F,72,0.0409811004638671,-1.38741638368572,Atrazine
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,6.8,25,1,F,72,0.0582363006591796,-1.23480622047957,Atrazine
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,6.8,15,1,F,72,0.0215690002441406,-1.66616998463855,Atrazine
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,6.8,25,1,F,72,0.0496087005615234,-1.30444214862096,Atrazine
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,,20,0,F,24,6.9,0.838849090737255,Trimethoprim
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,,20,1,F,24,0.55,-0.259637310505756,Sulfamethoxazole
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,,20,0,F,24,5.4,0.732393759822969,Oxytetracycline
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,,30,0,F,96,250,2.39794000867204,Trichloroethylene
algae,Microcystis_aeruginosa,"",,,,S,FW,PHY,,30,0,F,96,100,2,Trichloroethylene
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0539225006103515,-1.26822997596651,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0539225006103515,-1.26822997596651,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0390398904418945,-1.40849140976937,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0683737307739257,-1.1651107224208,Atrazine
algae,Pandorina_morum,"",,,,S,FW,PHY,,21,1,F,72,0.0647070007324218,-1.18904872991889,Atrazine
algae,Phaeodactylum_tricornutum,"",,,,NR,SW,GRO,8,,0,A,96,60,1.77815125038364,"1,1,2-Trichloroethane"
algae,Phaeodactylum_tricornutum,"",,,,NR,SW,GRO,8,,0,A,96,3,0.477121254719662,Pentachlorophenol
algae,Phaeodactylum_tricornutum,"",,,,NR,SW,GRO,8,,1,A,96,0.45,-0.346787486224656,"3,4-Dichloroaniline"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.5,17,0,A,96,2.2,0.342422680822206,"2,4-Dichloroaniline"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.5,17,0,A,96,30,1.47712125471966,"2,6-Dimethylquinoline"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.5,17,0,A,96,6.2,0.792391689498254,"2,4-Dinitrotoluene"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.5,17,0,A,96,27,1.43136376415899,Diisopropylamine
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.8,17,0,A,96,27,1.43136376415899,Diisopropylamine
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.8,17,0,A,96,6.2,0.792391689498254,"2,4-Dinitrotoluene"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.8,17,0,A,96,2.2,0.342422680822206,"2,4-Dichloroaniline"
algae,Stephanodiscus_hantzschii,"",,,,S,FW,GRO,7.8,17,0,A,96,30,1.47712125471966,"2,6-Dimethylquinoline"
algae,Synechococcus_elongatus,"",,,,S,FW,PHY,,30,0,F,96,600,2.77815125038364,Trichloroethylene
algae,Synechococcus_elongatus,"",,,,S,FW,PHY,,30,0,F,96,700,2.84509804001426,Trichloroethylene
algae,Thalassiosira_pseudonana,"",,,,NR,SW,PHY,,17,0,A,24,2,0.301029995663981,Naphthalene
algae,Thalassiosira_pseudonana,"",,,,NR,SW,PHY,,17,0,A,24,40,1.60205999132796,Benzene
algae,Thalassiosira_pseudonana,"",,,,NR,SW,PHY,,17,1,A,24,0.016,-1.79588001734408,Decane
